,start,end,duration_days,site_id,IGBP
2176,2017-04-04 00:00:00,2018-12-31 23:30:00,637,FR-EM2,CRO
2177,1996-07-22 00:00:00,1996-08-01 23:30:00,11,NL-Loo,ENF
2178,1996-09-06 00:00:00,1996-09-19 23:30:00,14,NL-Loo,ENF
2179,1996-10-01 00:00:00,1996-10-16 23:30:00,16,NL-Loo,ENF
2180,1996-11-22 00:00:00,1997-04-14 23:30:00,144,NL-Loo,ENF
2181,1997-04-25 00:00:00,1997-11-23 23:30:00,213,NL-Loo,ENF
2182,1997-12-08 00:00:00,1998-01-22 23:30:00,46,NL-Loo,ENF
2183,1998-03-04 00:00:00,1998-04-03 23:30:00,31,NL-Loo,ENF
2184,1998-04-26 00:00:00,1998-10-03 23:30:00,161,NL-Loo,ENF
2185,1998-11-01 00:00:00,1999-01-14 23:30:00,75,NL-Loo,ENF
2186,1999-03-13 00:00:00,1999-04-13 23:30:00,32,NL-Loo,ENF
2187,1999-05-16 00:00:00,1999-06-24 23:30:00,40,NL-Loo,ENF
2188,1999-07-14 00:00:00,2000-09-17 23:30:00,432,NL-Loo,ENF
2189,2000-10-14 00:00:00,2004-01-05 23:30:00,1179,NL-Loo,ENF
2190,2004-01-18 00:00:00,2004-05-11 23:30:00,115,NL-Loo,ENF
2191,2004-05-22 00:00:00,2008-02-01 23:30:00,1351,NL-Loo,ENF
2192,2008-02-22 00:00:00,2008-07-19 23:30:00,149,NL-Loo,ENF
2193,2008-08-10 00:00:00,2009-09-28 23:30:00,415,NL-Loo,ENF
2194,2009-10-10 00:00:00,2009-11-23 23:30:00,45,NL-Loo,ENF
2195,2009-12-10 00:00:00,2011-05-31 23:30:00,538,NL-Loo,ENF
2196,2011-06-29 00:00:00,2013-06-29 23:30:00,732,NL-Loo,ENF
2197,2013-07-22 00:00:00,2013-07-31 23:30:00,10,NL-Loo,ENF
2198,2013-08-17 00:00:00,2013-11-25 23:30:00,101,NL-Loo,ENF
2199,2013-12-13 00:00:00,2014-12-04 23:30:00,357,NL-Loo,ENF
2200,2015-02-08 00:00:00,2015-05-13 23:30:00,95,NL-Loo,ENF
2201,2015-06-30 00:00:00,2015-07-13 23:30:00,14,NL-Loo,ENF
2202,2015-07-31 00:00:00,2016-03-30 23:30:00,244,NL-Loo,ENF
2203,2016-04-11 00:00:00,2016-04-19 23:30:00,9,NL-Loo,ENF
2204,2016-05-27 00:00:00,2016-11-20 23:30:00,178,NL-Loo,ENF
2205,2016-12-15 00:00:00,2017-03-13 23:30:00,89,NL-Loo,ENF
2206,2017-03-27 00:00:00,2018-09-11 23:30:00,534,NL-Loo,ENF
2207,2014-01-01 00:00:00,2014-01-19 23:30:00,19,SE-Lnn,CRO
2208,2014-03-31 00:00:00,2016-07-20 23:30:00,843,SE-Lnn,CRO
2209,2016-08-25 00:00:00,2017-10-24 23:30:00,426,SE-Lnn,CRO
2210,2017-11-04 00:00:00,2018-02-10 23:30:00,99,SE-Lnn,CRO
2211,2018-03-02 00:00:00,2018-06-26 23:30:00,117,SE-Lnn,CRO
2212,2018-07-14 00:00:00,2018-12-31 23:30:00,171,SE-Lnn,CRO
